NLab,Year,Densidad,Sexo,Edad,EdadClase,CondicionCorporal,ELISAInfluenza,ELISAPRRS,ELISAADV,ELISAPPV,ELISAPCV,ELISAPCV2,PCRMycoPul,PCRHaemoPul,PCRAPPPul,PCRPCVPul,Metastronguilus_Clas,Metastrongilus,Lesion_Pulm,Tipo,Duracion,Score,NL_TRQ,NIntersticial,Bronconeumonia,Pleuritis,Peribronquitis,Bronquitis,HiperNT2,Enfisema,Necrosis,Score_Micro,Tej_Conjuntivo,Granulomas,Granuloma_Pul,Tipo_Granuloma,Granuloma_NL,TB_Generalizada,TB
2388,2011-2012,6.5,Hembra,1.5,NonAdult,7.256708837000001,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,2011-2012,6.5,Hembra,1.5,NonAdult,-13.15363918,Negativo,Negativo,Negativo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,2011-2012,6.5,Hembra,2.5,Adult,13.63256346,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,2011-2012,6.5,Hembra,2.5,Adult,6.4705061939999995,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,2011-2012,23.0,Hembra,0.8,NonAdult,1.718796943,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,2011-2012,23.0,Hembra,4.0,Adult,12.02566478,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,2011-2012,,Hembra,1.5,NonAdult,10.88085421,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,
2411,2011-2012,,,,,,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,2011-2012,,Hembra,1.9,NonAdult,4.025664784,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,2011-2012,,Hembra,2.0,Adult,5.615316766,Negativo,Negativo,Positivo,Positivo,InfReciente,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,2011-2012,,Hembra,2.5,Adult,6.025664784,Negativo,Negativo,Negativo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,2011-2012,,Hembra,3.0,Adult,0.36702601700000004,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,2011-2012,25.0,Hembra,3.0,Adult,-6.40192993,Negativo,Negativo,Positivo,Positivo,InfActiva,Positivo,Negativo,Negativo,Negativo,Negativo,,,No,,,,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,No,,Si,Positivo,Positivo
1701,2011-2012,25.0,Hembra,3.0,Adult,-3.9398418239999997,Negativo,Negativo,Negativo,Positivo,InfReciente,Positivo,Negativo,Negativo,Negativo,Negativo,,,No,,,,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,No,,Si,Positivo,Positivo
1702,2011-2012,25.0,Hembra,,,-2.384683234,Negativo,Negativo,Positivo,Positivo,InfReciente,Positivo,Negativo,Negativo,Negativo,Negativo,,,No,,,,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,No,,Si,Positivo,Positivo
1704,2011-2012,25.0,Hembra,,,-19.95708852,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,,,Si,NoLob,Cronica,28.0,2.0,,,,,,,,,,,,,,Si,Positivo,Positivo
1714,2011-2012,8.0,Hembra,4.0,Adult,17.20496875,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,,,,,,,,2.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,9.0,2.0,0.0,No,,Si,Positivo,Positivo
1716,2011-2012,8.0,Macho,3.0,Adult,-24.43642332,Positivo,Negativo,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,,,,,,,,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,No,,Si,Positivo,Positivo
1717,2011-2012,8.0,Macho,0.9,NonAdult,-30.24670967,Negativo,Negativo,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,,,,,,,,4.0,4.0,4.0,6.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,No,,Si,Positivo,Positivo
2362,2011-2012,,Hembra,1.8,NonAdult,5.204968749,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No,,Si,Positivo,Positivo
