NLab,Year,Finca,Densidad,Sexo,Edad,EdadClase,CondicionCorporal,ELISAInfluenza,ELISAPRRS,ELISAADV,ELISAPPV,ELISAPCV,ELISAPCV2,PCRMycoPul,PCRHaemoPul,PCRAPPPul,PCRPCVPul,Metastronguilus_Clas,Metastrongilus,Lesion_Pulm,Tipo,Duracion,Score,NL_TRQ,NIntersticial,Bronconeumonia,Pleuritis,Peribronquitis,Bronquitis,HiperNT2,Enfisema,Necrosis,Score_Micro,Tej_Conjuntivo,Granulomas,Granuloma_Pul,Tipo_Granuloma,Granuloma_NL,TB_Generalizada,TB
2415,2011-2012,DehesaCaballeros,NA,Hembra,1.9,NonAdult,9.239462141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1722,2011-2012,Gavilanes,NA,NA,NA,NA,NA,Negativo,NA,NA,NA,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728,2011-2012,Gavilanes,NA,Macho,1.9,NonAdult,-5.581233894,Positivo,NA,NA,NA,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1729,2011-2012,Gavilanes,NA,Hembra,3,Adult,0.384272714,Negativo,NA,NA,NA,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731,2011-2012,Gavilanes,NA,Macho,2,Adult,9.649810159,Negativo,NA,NA,NA,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1735,2011-2012,Gavilanes,NA,Macho,1.3,NonAdult,-1.95708852,Positivo,NA,NA,NA,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1738,2011-2012,MorroLesmes,32,Hembra,2.5,Adult,1.291202229,Negativo,NA,NA,NA,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1742,2011-2012,MorroLesmes,32,Hembra,1.5,NonAdult,17.30844893,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1743,2011-2012,MorroLesmes,32,Macho,1.5,NonAdult,0.111898264,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1747,2011-2012,MorroLesmes,32,Hembra,2,Adult,6.880854211,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,0,No,NA,No,NA,Negativo
1749,2011-2012,MorroLesmes,32,Hembra,1.7,NonAdult,5.308448925,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752,2011-2012,MorroLesmes,32,Hembra,2.5,Adult,24.88085421,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1754,2011-2012,MorroLesmes,32,Hembra,2.5,Adult,6.863607515,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1756,2011-2012,MorroLesmes,32,Macho,1,NonAdult,-1.0674057,Positivo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,2011-2012,Azagala,NA,Hembra,3,Adult,7.684303551,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,2011-2012,Azagala,NA,Macho,3,Adult,-1.153639181,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,2011-2012,CastilloVinuelas,NA,Macho,2,Adult,2.40151941,Negativo,NA,NA,NA,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2279,2011-2012,PiedraSanta,13,Macho,4,Adult,-2.708797771,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2284,2011-2012,PiedraSanta,13,Macho,5,Adult,-2.726044467,Negativo,Negativo,Positivo,Negativo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2291,2011-2012,PiedraSanta,13,Hembra,5,Adult,-4.367436537,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2295,2011-2012,PiedraSanta,13,Hembra,1.8,NonAdult,-0.281203057,Negativo,NA,NA,NA,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2320,2011-2012,SantaAmalia,25,Macho,1,NonAdult,-14.33294315,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2321,2011-2012,SantaAmalia,25,Hembra,3.5,Adult,10.81186743,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2322,2011-2012,SantaAmalia,25,Hembra,5,Adult,17.18772205,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2327,2011-2012,SantaAmalia,25,Macho,1.5,NonAdult,7.273955533,Positivo,Negativo,Negativo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2335,2011-2012,SantaAmalia,25,Macho,4,Adult,-18.38468323,Positivo,NA,NA,NA,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2358,2011-2012,Campanero,NA,Macho,3,Adult,-3.59848059,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,4,0,0,0,0,8,0,0,No,NA,Si,NA,NA
2361,2011-2012,Campanero,NA,Hembra,4,Adult,8.418766106,Positivo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,0,0,3,0,5,0,0,No,NA,No,NA,Negativo
2368,2011-2012,LasJaras,23,Hembra,4,Adult,5.632563463,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2369,2011-2012,LasJaras,23,Hembra,4,Adult,-17.17088588,Positivo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2370,2011-2012,LasJaras,23,Hembra,4,Adult,8.04291148,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2373,2011-2012,LasJaras,23,Hembra,4,Adult,-36.38468323,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2380,2011-2012,LasJaras,23,Hembra,2.5,Adult,0.898100908,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2391,2011-2012,TorricoSanPedro,6.5,Hembra,0.65,NonAdult,-11.46050702,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2406,2011-2012,LasCa?adas,NA,Hembra,1.7,NonAdult,-1.136392485,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2407,2011-2012,LasCa?adas,NA,Hembra,1.9,NonAdult,21.27395553,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2409,2011-2012,LasCa?adas,NA,Hembra,2.5,Adult,3.649810159,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2410,2011-2012,LasCa?adas,NA,Hembra,1.8,NonAdult,10.47050619,Positivo,Negativo,Negativo,Positivo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703,2011-2012,NavaelSach,25,Hembra,1.7,NonAdult,14.47050619,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,NA,NA,Si,NoLob,Aguda,28,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Positivo,Positivo
1705,2011-2012,NavaelSach,25,Macho,3,Adult,-18.81227795,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,NA,NA,Si,Lob,Subaguda,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Positivo,Positivo
1706,2011-2012,NavaelSach,25,Macho,5,Adult,10.36702602,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Positivo,Positivo
1803,2011-2012,CastilloVinuelas,NA,Hembra,3,Adult,-0.384683234,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,NA,NA,No,NA,NA,NA,1,4,0,0,0,0,0,0,0,4,0,0,No,NA,Si,Positivo,Positivo
1806,2011-2012,CastilloVinuelas,NA,Macho,2.5,Adult,-13.97433522,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,NA,NA,No,NA,NA,NA,1,4,0,2,2,2,0,0,0,10,0,0,No,NA,Si,Positivo,Positivo
1698,2011-2012,NavaelSach,25,Hembra,1.5,NonAdult,5.718796943,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,NA,NA,No,NA,NA,NA,2,1,0,4,0,0,0,0,0,5,0,6,Si,NA,Si,Generalizada,Positivo
1699,2011-2012,NavaelSach,25,Hembra,3,Adult,-1.101899092,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,NA,NA,Si,NoLob,Cronica,28,2,2,0,2,0,0,0,1,0,4,0,6,Si,3_4,Si,Generalizada,Positivo
1713,2011-2012,Aceitunillas,8,Hembra,3,Adult,-5.563987198,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,3,0,1,0,1,Si,1,Si,Generalizada,Positivo
1715,2011-2012,Aceitunillas,8,Macho,0.9,NonAdult,-23.050159,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,4,0,1,1,0,0,0,0,6,4,4,Si,1_3,Si,Generalizada,Positivo
2404,2011-2012,LasJaras,23,Macho,NA,NA,NA,Negativo,Negativo,Positivo,Negativo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,4,1,0,0,0,NA,0,3,Si,1_4,No,Generalizada,Positivo
1696,2011-2012,NavaelSach,25,Hembra,1.5,NonAdult,-17.050159,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Positivo,Negativo,Positivo,Negativo,NA,NA,No,NA,NA,NA,1,4,4,4,6,6,0,0,0,24,0,0,No,NA,NA,NA,NA
1697,2011-2012,NavaelSach,25,Macho,2.5,Adult,-23.52949381,Negativo,Negativo,Negativo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1712,2011-2012,Aceitunillas,8,Macho,2.5,Adult,-15.18813257,Negativo,Negativo,Negativo,Positivo,Positivo,Positivo,Negativo,Negativo,Positivo,Positivo,NA,NA,No,NA,NA,NA,0,0,0,6,1,0,0,0,0,7,0,0,No,NA,No,NA,Negativo
1718,2011-2012,Gavilanes,NA,Hembra,4,Adult,3.649810159,Negativo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1719,2011-2012,Gavilanes,NA,Hembra,3,Adult,2.898100908,Negativo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1723,2011-2012,Gavilanes,NA,Hembra,1.5,NonAdult,-0.315696449,Positivo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,2011-2012,Gavilanes,NA,Macho,0.5,NonAdult,-31.85360834,Positivo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1726,2011-2012,Gavilanes,NA,Macho,1.8,NonAdult,-13.11914579,Positivo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1727,2011-2012,Gavilanes,NA,Hembra,3,Adult,-0.384683234,Positivo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,2011-2012,Gavilanes,NA,Macho,2,Adult,11.63256346,Positivo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1732,2011-2012,Gavilanes,NA,Macho,2,Adult,0.40151941,Positivo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1733,2011-2012,Gavilanes,NA,Hembra,1.9,NonAdult,-4.350189841,Positivo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1734,2011-2012,Gavilanes,NA,Macho,1.4,NonAdult,-8.760537859,Positivo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,2011-2012,MorroLesmes,32,Hembra,3,Adult,4.522246282,Negativo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1739,2011-2012,MorroLesmes,32,Hembra,3,Adult,8.470506194,Positivo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1741,2011-2012,MorroLesmes,32,Hembra,3,Adult,18.07740487,Negativo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,2011-2012,MorroLesmes,32,Hembra,3,Adult,2.077404872,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1750,2011-2012,MorroLesmes,32,Hembra,3,Adult,5.273955533,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,2011-2012,MorroLesmes,32,Macho,3,Adult,-8.315696449,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1753,2011-2012,MorroLesmes,32,Hembra,3,Adult,21.66705685,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1761,2011-2012,LasJaras,23,Hembra,3,Adult,-11.59848059,Negativo,Negativo,Negativo,Positivo,InfReciente,Positivo,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,0,0,0,0,5,0,0,0,0,5,0,0,No,NA,NA,NA,NA
1763,2011-2012,LasJaras,23,Macho,4,Adult,-38.41917663,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1766,2011-2012,LasJaras,23,Macho,5,Adult,-7.991581912,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1767,2011-2012,LasJaras,23,Macho,5,Adult,-16.00882861,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,2011-2012,Azagala,NA,Hembra,2,Adult,3.615316766,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,2011-2012,Azagala,NA,Macho,2,Adult,18.86360752,Negativo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,2011-2012,Azagala,NA,Hembra,3,Adult,13.66705685,Negativo,Negativo,Negativo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1784,2011-2012,Azagala,NA,Hembra,1,NonAdult,5.701550247,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,1,0,0,6,2,0,0,1,0,8,0,0,No,NA,No,NA,Negativo
1786,2011-2012,Azagala,NA,Hembra,3,Adult,12.09465157,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,2011-2012,Azagala,NA,Hembra,1.8,NonAdult,12.86360752,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1788,2011-2012,Azagala,NA,Hembra,3,Adult,3.256708837,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1789,2011-2012,Azagala,NA,Macho,3,Adult,-1.581233894,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1791,2011-2012,Azagala,NA,Hembra,3,Adult,15.27395553,Positivo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1792,2011-2012,Azagala,NA,Macho,3,Adult,1.256708837,Negativo,NA,NA,NA,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,2011-2012,Azagala,NA,Macho,3,Adult,-2.436423322,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2268,2011-2012,PiedraSanta,13,Hembra,3,Adult,-15.36743654,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2269,2011-2012,PiedraSanta,13,Hembra,1.5,NonAdult,3.770537031,Negativo,Negativo,Positivo,Negativo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2270,2011-2012,PiedraSanta,13,Hembra,3,Adult,1.273955533,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2271,2011-2012,PiedraSanta,13,Hembra,2,Adult,2.077404872,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2272,2011-2012,PiedraSanta,13,Hembra,4,Adult,-3.939841824,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2273,2011-2012,PiedraSanta,13,Hembra,4,Adult,-1.153639181,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2275,2011-2012,PiedraSanta,13,Hembra,4,Adult,-16.33294315,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2277,2011-2012,PiedraSanta,13,Macho,1.5,NonAdult,7.667056855,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2280,2011-2012,PiedraSanta,13,Macho,4,Adult,-13.11914579,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2281,2011-2012,PiedraSanta,13,Macho,4,Adult,-6.298449753,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
